keyphrase	tfidf	cuewords	localspan	cscore	dispersion	keyword
part occupied	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
queue kind	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
element lets	0.00144276326064	0.0	0.0	1.0	0.0000000000	False
queue begin	0.00177385816418	0.0	0.0	1.0	0.0000000000	False
anymore elements	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
started front	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
begin front	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
rear refers	0.00177385816418	0.0	0.0	1.0	0.0000000000	False
empty location	0.000624542578943	0.0	0.0	1.0	0.0000000000	False
point starting	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
empty right	0.0	0.0	0.0	0.0	0.0000000000	False
adding elements	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
nth element	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
full exception	0.000721381630319	0.0	0.0	0.0	0.0000000000	False
rear location	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
location put	0.000721381630319	0.0	0.0	0.0	0.0000000000	False
modern require	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
sized bracket	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
method size	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
correct thing	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
negative right	0.0	0.0	0.0	1.0	0.0000000000	False
worst minus	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
positive quantity	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
right number	0.0	0.0	0.0	0.0	0.0000000000	False
ambiguity recall	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
return empty	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
queue empty	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
front index	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
fixed size	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
maximum size	0.00144276326064	0.0	0.0	1.0	0.0000000000	False
size queue	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
idea maximum	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
last class	0.0	0.0	0.0	2.0	0.0000000000	False
list assume	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
blinked list	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
nodes list	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
list implement	0.000721381630319	0.0	0.0	0.0	0.0000000000	False
element remove	0.00177385816418	0.0	0.0	1.0	0.0000000000	False
removing note	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
queue removal	0.00266078724627	0.0	5.99821746881	2.0	0.0000000000	False
queue dequeue	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
head point	0.00354771632835	0.0	3.99762329174	0.0	0.3473684211	False
element head	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
node connected	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
easy right	0.0	0.0	0.0	1.0	0.0000000000	False
dequeue operation	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
manner remove	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
element enqueue	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
element recall	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
recall enqueue	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
rear queue	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
null right	0.0	0.0	0.0	1.0	0.0000000000	False
previous node	0.00532157449253	0.0	7.99643493761	5.0	0.3173076923	False
removing removing	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
entire list	0.00124908515789	0.0	0.0	1.0	0.0000000000	False
expensive operation	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
queue data	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
support insert	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
delete operations	0.000721381630319	0.0	0.0	0.0	0.0000000000	False
first insert	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
last remove	0.0	0.0	0.0	0.0	0.0000000000	False
last insert	0.0	0.0	0.0	0.0	0.0000000000	False
queue ofcourse	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
element operations	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
good idea	0.000502539802787	0.0	0.0	0.0	0.0000000000	False
good solution	0.000721381630319	0.0	0.0	1.0	0.0000000000	False
double double	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
double ended	0.0239470852164	0.0	23.9839572193	25.0	0.1371921970	False
previous pointer	0.00266078724627	0.0	2.99821746881	2.0	0.0000000000	False
sentinel nodes	0.00266078724627	0.0	2.99821746881	2.0	0.0000000000	True
previous port	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
previous point	0.000886929082088	0.0	2.99762329174	3.0	0.0000000000	False
point trailer	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
trailer nodes	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
list header	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
nodes dummy	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
dummy nodes	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
data inside	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
san franchiso	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
pointer point	0.00266078724627	0.0	2.99821746881	2.0	0.0000000000	False
operations understand	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
front insert	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
end delete	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
generic data	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
method top	0.00177385816418	0.0	0.0	1.0	0.0000000000	False
stack correspond	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
last element	0.0	0.0	3.99821746881	2.0	0.0000000000	False
method push	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
method pop	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
pop correspond	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
queue right	0.0	0.0	7.99227569816	12.0	0.4210009814	False
last year	0.0	0.0	0.0	0.0	0.0000000000	False
empty corresponds	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
empty double	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
enqueue insert	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
rear corresponds	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
dequeue implementation	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
adaptor pattern	0.00177385816418	0.0	0.0	1.0	0.0000000000	True
patterns implement	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
general adaptor	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
adaptor classes	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
general classes	0.000721381630319	0.0	0.0	0.0	0.0000000000	False
queue implement	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
changing sum	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
sum methods	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
array stack	0.00288552652127	0.0	7.99762329174	3.0	0.2049689441	False
stack implemented	0.000721381630319	1.0	0.0	0.0	0.0000000000	False
arbitrary objects	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
integer array	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
integer objects	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
data structures	0.00205413372783	0.0	5.99584076055	6.0	0.4647887324	False
stack head	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
circular list	0.00177385816418	0.0	0.0	2.0	0.0000000000	True
queue makes	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
rear right	0.0	0.0	0.0	2.0	0.0000000000	False
straight forward	0.000917990254347	0.0	0.0	2.0	0.0000000000	False
node make	0.00177385816418	0.0	0.0	2.0	0.0000000000	False
node copying	0.00177385816418	0.0	0.0	1.0	0.0000000000	False
element corresponds	0.00177385816418	0.0	3.99821746881	2.0	0.0000000000	False
lets remove	0.00177385816418	0.0	0.0	1.0	0.0000000000	False
general sequence	0.000721381630319	0.0	0.0	0.0	0.0000000000	False
vector data	0.00354771632835	0.0	3.99762329174	3.0	0.3882352941	False
type vector	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
fourth element	0.000721381630319	0.0	0.0	1.0	0.0000000000	False
element rank	0.00620850357462	0.0	7.99584076055	6.0	0.3412112260	False
instance lets	0.000721381630319	0.0	0.0	1.0	0.0000000000	False
departmental rank	0.00354771632835	0.0	3.99762329174	3.0	0.2049689441	False
suppose departmental	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
department change	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
department rank	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
natural data	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
type structure	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
structure implement	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
arrays lets	0.000721381630319	0.0	0.0	0.0	0.0000000000	False
moving step	0.00177385816418	0.0	0.0	1.0	0.0000000000	False
finally element	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
suppose stores	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
elements starting	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
operations worst	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
worst case	0.00253509253059	0.0	4.99584076055	6.0	0.3780687398	False
operations insert	0.000721381630319	0.0	0.0	0.0	0.0000000000	False
rank remove	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
case order	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
rth location	0.00177385816418	0.0	0.0	1.0	0.0000000000	False
retrive theelements	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
theelements sitting	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
right chart	0.0	0.0	0.0	0.0	0.0000000000	False
chart shows	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
list vector	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
make point	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
rank seventeen	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
seventeen position	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
procedure node	0.00266078724627	0.0	5.99821746881	2.0	0.0000000000	False
rank rank	0.00266078724627	0.0	5.99821746881	2.0	0.0000000000	False
previous field	0.00177385816418	0.0	0.0	1.0	0.0000000000	False
original list	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
java code	0.00177385816418	0.0	0.0	1.0	0.0000000000	False
rank tells	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
nodes sitting	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
small improvement	0.00177385816418	0.0	0.0	2.0	0.0000000000	False
hundred elements	0.000721381630319	0.0	0.0	0.0	0.0000000000	False
rank nineteen	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
staring form	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
type concerned	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
require order	0.000721381630319	0.0	0.0	1.0	0.0000000000	False
first case	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
supporting node	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
node based	0.00177385816418	0.0	0.0	1.0	0.0000000000	False
based operation	0.00266078724627	0.0	2.99821746881	2.0	0.0000000000	False
node delete	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
operations provide	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
delete right	0.0	0.0	0.0	1.0	0.0000000000	False
things information	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
actual implementation	0.000721381630319	0.0	0.0	1.0	0.0000000000	False
positions abstract	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
structure captures	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
method element	0.00177385816418	0.0	0.0	1.0	0.0000000000	False
type position	0.00144276326064	0.0	0.0	1.0	0.0000000000	False
element sitting	0.000555834178549	0.0	0.0	2.0	0.0000000000	False
element element	0.00144276326064	0.0	0.0	1.0	0.0000000000	False
first position	0.00124908515789	0.0	2.99821746881	2.0	0.0000000000	False
list abstract	0.00443464541044	0.0	7.99702911468	4.0	0.4203821656	False
abstract datatype	0.00266078724627	0.0	2.99821746881	2.0	0.0000000000	False
positions ruight	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
abtstract datatype	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
generic meythods	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
havce query	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
query method	0.000624542578943	0.0	0.0	0.0	0.0000000000	False
first positionoif	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
last position	0.0	0.0	0.0	2.0	0.0000000000	False
excessive methods	0.0	0.0	0.0	1.0	0.0000000000	False
lsat position	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
update methods	0.000624542578943	0.0	0.0	0.0	0.0000000000	False
swap elemts	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
elemtsn sitting	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
linked luist	0.00177385816418	0.0	0.0	1.0	0.0000000000	False
luist datastructure	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
datatype implementation	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
asbstract datatype	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
luist methods	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
efficient implement	0.000721381630319	0.0	0.0	1.0	0.0000000000	False
sequence abstract	0.00177385816418	0.0	0.0	0.0	0.0000000000	False
vector abstract	0.00177385816418	0.0	0.0	0.0	0.0000000000	False
element list	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
list data	0.00216414489096	0.0	5.99821746881	2.0	0.0000000000	False
multiple inheritance	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
vector list	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
abstract dat	0.000886929082088	0.0	19.991087344	13.0	0.0000000000	False
dat type	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
additional methods	0.000721381630319	0.0	0.0	0.0	0.0000000000	False
suite connect	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
rank return	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
position correspond	0.000886929082088	0.0	5.99821746881	2.0	0.0000000000	False
array refers	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
rank corresponds	0.000886929082088	0.0	7.99762329174	3.0	0.2959641256	False
method implement	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
implement rank	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
procedure position	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
element store	0.00177385816418	0.0	0.0	2.0	0.0000000000	False
case newyork	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
cross reference	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
change rank	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
rank move	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
sequence operations	0.000721381630319	0.0	0.0	0.0	0.0000000000	False
implement sequence	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
array implementation	0.000624542578943	0.0	0.0	1.0	0.0000000000	False
element ceratin	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
ceratin rank	0.00177385816418	0.0	0.0	1.0	0.0000000000	False
rank figure	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
rank based	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
rank find	0.000886929082088	0.0	0.0	1.0	0.0000000000	False
learnt today	0.000886929082088	0.0	0.0	0.0	0.0000000000	False
sequence data	0.00144276326064	0.0	0.0	1.0	0.0000000000	False
types sequence	0.000721381630319	0.0	0.0	0.0	0.0000000000	False
last	0.0	0.0	0.0	0.0	0.2969825304	False
lecture	4.13513537996e-05	0.0	0.0	0.0	0.0000000000	False
looked	0.000257167348872	0.0	0.0	0.0	0.4353562005	False
stacks	0.00550794152608	0.0	0.0	0.0	0.1344195519	False
data	0.00133549014674	0.0	0.0	0.0	0.2869565217	False
type	0.00211035368996	0.0	0.0	0.0	0.2502106150	False
implement	0.00527314013766	0.0	0.0	0.0	0.2372525163	False
array	0.00276176294589	0.0	0.0	0.0	0.3486449242	False
today	7.76529306474e-05	0.0	0.0	0.0	0.2558139535	False
queues	0.0516925786051	0.0	0.0	0.0	0.1210478051	True
linked	0.00590251706545	0.0	0.0	0.0	0.3308463511	False
list	0.00587292088062	1.0	0.0	0.0	0.2621042324	False
part	2.9860532944e-05	0.0	0.0	0.0	0.3775743707	False
class	0.000333872536684	0.0	0.0	0.0	0.3046153846	False
sequences	0.00110451941872	0.0	0.0	0.0	0.2185430464	True
first	0.0	0.0	0.0	0.0	0.3251231527	False
double	0.00315390036774	0.0	0.0	0.0	0.1431991621	False
ended	0.000527123074347	0.0	0.0	0.0	0.1247974068	False
differ	1.19442131776e-05	0.0	0.0	0.0	0.0000000000	False
recall	0.00052565006129	0.0	0.0	0.0	0.5409836066	False
follow	0.000191850335451	0.0	0.0	0.0	0.2773109244	False
out	0.0	0.0	0.0	0.0	0.4520547945	False
principle	0.000256631176759	0.0	0.0	0.0	0.0000000000	False
element	0.0147724758297	0.0	0.0	0.0	0.2920353982	False
inserted	0.0104173924768	0.0	0.0	0.0	0.2182987049	False
removed	0.0120313546916	0.0	0.0	0.0	0.2008610451	False
right	0.0	0.0	0.0	0.0	0.5116279070	False
hand	4.55418624945e-05	0.0	0.0	0.0	0.0000000000	False
joins	0.000229497563587	0.0	0.0	0.0	0.0000000000	False
early	0.000157114496526	0.0	0.0	0.0	0.0000000000	False
earlier	0.000163174896829	0.0	0.0	0.0	0.0000000000	False
processed	0.000100161761005	0.0	0.0	0.0	0.0000000000	False
familiar	0.000294912936043	0.0	0.0	0.0	0.0000000000	False
instance	0.000206756768998	0.0	0.0	0.0	0.5409836066	False
notion	0.000966454491384	0.0	0.0	0.0	0.3678343949	False
rear	0.00931275536193	0.0	0.0	0.0	0.3352685051	False
sitting	0.000898957100038	0.0	0.0	0.0	0.5689655172	False
front	0.00953704945063	1.0	0.0	0.0	0.1911935110	False
guilty	0.000360690815159	0.0	0.0	0.0	0.0000000000	False
abstract	0.00192473382569	0.0	0.0	0.0	0.2207925888	False
define	2.95959116198e-05	0.0	0.0	0.0	0.3548387097	False
methods	0.0036426977614	0.0	0.0	0.0	0.2888402626	False
standard	7.98960626918e-05	0.0	0.0	0.0	0.0000000000	False
operations	0.000827027075992	0.0	0.0	0.0	0.3872760964	False
create	0.000958752752301	0.0	0.0	0.0	0.3567567568	False
enqueue	0.00576503903357	0.0	0.0	0.0	0.3343725643	True
add	0.000959251677256	0.0	0.0	0.0	0.2930728242	False
dequeue	0.00620850357462	0.0	0.0	0.0	0.3328530259	True
nt	0.0	0.0	0.0	0.0	0.0000000000	False
tells	0.000600057147367	0.0	0.0	0.0	0.4672566372	False
support	0.000449478550019	0.0	0.0	0.0	0.5322580645	False
size	0.00118150523486	0.0	0.0	0.0	0.2946428571	False
empty	0.003721152063	0.0	0.0	0.0	0.2367054168	False
return	0.000841040098064	0.0	0.0	0.0	0.3987915408	False
true	0.000177225785229	0.0	0.0	0.0	0.0000000000	False
false	0.000211089314264	0.0	0.0	0.0	0.0000000000	False
axioms	0.000502539802787	0.0	0.0	0.0	0.0000000000	False
case	0.0	0.0	0.0	0.0	0.3586956522	False
similar	4.13513537996e-05	0.0	0.0	0.0	0.0000000000	False
understand	4.65917583884e-05	0.0	0.0	0.0	0.0000000000	False
suppose	0.000388818674298	0.0	0.0	0.0	0.4520547945	False
extra	0.000181078037899	0.0	0.0	0.0	0.0000000000	False
obtained	0.000196608624029	0.0	0.0	0.0	0.0000000000	False
call	1.4743618695e-05	0.0	0.0	0.0	0.3367346939	False
similarly	0.000261120467554	0.0	0.0	0.0	0.5593220339	False
means	2.0641066173e-05	0.0	0.0	0.0	0.5140186916	False
added	0.000884738808129	0.0	0.0	0.0	0.2397094431	False
two	0.0	0.0	0.0	0.0	0.3851283761	False
coming	0.000171444899248	0.0	0.0	0.0	0.3707865169	False
whichever	0.000251269901394	0.0	0.0	0.0	0.0000000000	False
written	0.000354451570458	0.0	0.0	0.0	0.3173076923	False
thing	0.0	0.0	0.0	0.0	0.4989200864	False
result	6.39501118171e-05	0.0	0.0	0.0	0.0000000000	False
procedure	0.0006881301841	0.0	0.0	0.0	0.4238532110	False
lets	0.000848041367554	0.0	0.0	0.0	0.3203883495	False
check	0.000207097391011	0.0	0.0	0.0	0.0000000000	False
assume	0.000227709312473	0.0	0.0	0.0	0.5409836066	False
initially	0.000127900223634	0.0	0.0	0.0	0.0000000000	False
remaining	0.000128315588379	0.0	0.0	0.0	0.0000000000	False
left	0.000261120467554	0.0	0.0	0.0	0.4822546973	False
pros	0.000360690815159	0.0	0.0	0.0	0.0000000000	False
doubt	0.000211089314264	0.0	0.0	0.0	0.0000000000	False
original	0.000138064927341	0.0	0.0	0.0	0.0000000000	False
started	0.0	0.0	0.0	0.0	0.3179190751	False
circular	0.00156135644736	0.0	0.0	0.0	0.5409836066	False
fashion	0.000256631176759	0.0	0.0	0.0	0.0000000000	False
larger	5.9075261743e-05	0.0	0.0	0.0	0.0000000000	False
allocate	0.000312271289472	0.0	0.0	0.0	0.0000000000	False
moving	0.000537567599395	0.0	0.0	0.0	0.3525061627	False
variables	6.39501118171e-05	0.0	0.0	0.0	0.0000000000	False
index	0.000505488526526	0.0	0.0	0.0	0.0000000000	False
referring	0.000979049380976	0.0	0.0	0.0	0.2745424293	False
position	0.00243972987418	1.0	0.0	0.0	0.1137119772	False
location	0.00127795605619	0.0	0.0	0.0	0.3343725643	False
blue	0.000128315588379	0.0	0.0	0.0	0.0000000000	False
occupied	0.000277917089274	0.0	0.0	0.0	0.0000000000	False
reached	0.000449478550019	0.0	0.0	0.0	0.4203821656	False
place	0.000177225785229	0.0	0.0	0.0	0.0000000000	False
deleting	0.00488910702328	0.0	0.0	0.0	0.2502106150	False
effect	7.98960626918e-05	0.0	0.0	0.0	0.0000000000	False
kind	8.58107330333e-05	0.0	0.0	0.0	0.4238532110	False
drift	0.000443464541044	0.0	0.0	0.0	0.0000000000	False
stage	0.000181078037899	0.0	0.0	0.0	0.0000000000	False
implies	0.000112369637505	0.0	0.0	0.0	0.0000000000	False
essentially	0.000155527469719	0.0	0.0	0.0	0.5409836066	False
minus	0.00104758051286	0.0	0.0	0.0	0.1451917033	False
begin	0.000255800447268	0.0	0.0	0.0	0.4203821656	False
accurate	0.000362156075798	0.0	0.0	0.0	0.0000000000	False
completely	2.23562863731e-05	0.0	0.0	0.0	0.0000000000	False
statement	0.000183695506935	0.0	0.0	0.0	0.0000000000	False
anymore	0.000229497563587	0.0	0.0	0.0	0.0000000000	False
space	6.39501118171e-05	0.0	0.0	0.0	0.0000000000	False
rap	0.00108207244548	0.0	0.0	0.0	0.0000000000	False
setting	7.2592220662e-05	0.0	0.0	0.0	0.4429530201	False
happen	8.87877348595e-05	0.0	0.0	0.0	0.0000000000	False
point	8.84617121699e-05	0.0	0.0	0.0	0.3166986564	False
previous	0.000897926153881	0.0	0.0	0.0	0.2804532578	False
equation	0.000105130012258	0.0	0.0	0.0	0.0000000000	False
equals	0.000248108122798	0.0	0.0	0.0	0.3173076923	False
full	0.000735910085806	0.0	0.0	0.0	0.2640000000	False
increment	0.00134796940407	0.0	0.0	0.0	0.3626373626	False
step	0.000285133694485	0.0	0.0	0.0	0.2598425197	False
nth	0.000443464541044	0.0	0.0	0.0	0.0000000000	False
ambiguity	0.000390286726779	0.0	0.0	0.0	0.0000000000	False
resolve	0.000277917089274	0.0	0.0	0.0	0.0000000000	False
manner	0.000589825872086	0.0	0.0	0.0	0.4647887324	False
problem	6.56931724769e-05	0.0	0.0	0.0	0.3203883495	False
ensure	0.00019514336339	0.0	0.0	0.0	0.0000000000	False
declare	0.000137165358161	0.0	0.0	0.0	0.0000000000	False
code	0.000371703853204	0.0	0.0	0.0	0.4447439353	False
pseudo	0.00019514336339	0.0	0.0	0.0	0.0000000000	False
number	2.0641066173e-05	0.0	0.0	0.0	0.3780687398	False
stop	0.000196608624029	0.0	0.0	0.0	0.0000000000	False
exception	0.000362156075798	0.0	0.0	0.0	0.4520547945	False
put	7.55786984547e-05	0.0	0.0	0.0	0.4203821656	False
modern	0.000211089314264	0.0	0.0	0.0	0.0000000000	False
require	0.000108783264553	0.0	0.0	0.0	0.0000000000	False
indices	0.000148681541282	0.0	0.0	0.0	0.0000000000	False
wanted	0.000210260024516	0.0	0.0	0.0	0.3727193745	False
mod	0.000312271289472	0.0	0.0	0.0	0.0000000000	False
bracket	0.000168496175509	0.0	0.0	0.0	0.0000000000	False
value	0.0	0.0	0.0	0.0	0.0000000000	False
negative	0.000210260024516	0.0	0.0	0.0	0.0000000000	False
correct	7.43407706408e-05	0.0	0.0	0.0	0.0000000000	False
quantity	0.000210260024516	0.0	0.0	0.0	0.0000000000	False
worst	0.00144862430319	0.0	0.0	0.0	0.3987915408	False
confused	0.000168496175509	0.0	0.0	0.0	0.0000000000	False
raise	9.83043120143e-05	0.0	0.0	0.0	0.0000000000	False
null	0.000336992351017	0.0	0.0	0.0	0.0000000000	False
clear	5.9075261743e-05	0.0	0.0	0.0	0.0000000000	False
questions	8.58107330333e-05	0.0	0.0	0.0	0.4822546973	False
disadvantage	0.000229497563587	0.0	0.0	0.0	0.0000000000	False
fixed	0.000105130012258	0.0	0.0	0.0	0.0000000000	False
knew	0.000251269901394	0.0	0.0	0.0	0.0000000000	False
maximum	0.000171444899248	0.0	0.0	0.0	0.0000000000	False
idea	5.91918232397e-05	0.0	0.0	0.0	0.0000000000	False
increases	0.000183695506935	0.0	0.0	0.0	0.0000000000	False
allotted	0.000443464541044	0.0	0.0	0.0	0.0000000000	False
blinked	0.000443464541044	0.0	0.0	0.0	0.0000000000	False
nodes	0.0132165056031	0.0	0.0	0.0	0.1231298678	False
pointers	0.00505488526526	0.0	0.0	0.0	0.2864583333	False
basically	2.45173522952e-05	0.0	0.0	0.0	0.0000000000	False
tail	0.00389083924984	0.0	0.0	0.0	0.3177441541	False
note	0.000118150523486	0.0	0.0	0.0	0.0000000000	False
permit	0.000229497563587	0.0	0.0	0.0	0.0000000000	False
directly	0.000137165358161	0.0	0.0	0.0	0.0000000000	False
change	0.000236767292959	0.0	0.0	0.0	0.4604651163	False
accessing	0.000960157507129	0.0	0.0	0.0	0.4238532110	False
head	0.00217293645479	0.0	0.0	0.0	0.1828254848	False
making	0.000119442131776	0.0	0.0	0.0	0.2635782748	False
easily	0.000337108912514	0.0	0.0	0.0	0.0000000000	False
connected	0.000224739275009	0.0	0.0	0.0	0.0000000000	False
easy	0.000210260024516	0.0	0.0	0.0	0.0000000000	False
modified	0.000105130012258	0.0	0.0	0.0	0.0000000000	False
update	0.000674217825028	0.0	0.0	0.0	0.4647887324	False
discuss	0.000108783264553	0.0	0.0	0.0	0.0000000000	False
difficult	0.000128315588379	0.0	0.0	0.0	0.0000000000	False
constant	0.00111854487768	0.0	0.0	0.0	0.3494704992	False
throw	0.000146723837702	0.0	0.0	0.0	0.0000000000	False
entire	6.67745073368e-05	0.0	0.0	0.0	0.0000000000	False
expensive	0.00126653588559	0.0	0.0	0.0	0.4647887324	False
worth	0.00019514336339	0.0	0.0	0.0	0.0000000000	False
concern	0.000183695506935	0.0	0.0	0.0	0.0000000000	False
introduce	0.000112369637505	0.0	0.0	0.0	0.0000000000	False
whats	0.000362156075798	0.0	0.0	0.0	0.5090348171	False
ofcourse	0.000443464541044	0.0	0.0	0.0	0.0000000000	False
singly	0.00266078724627	0.0	0.0	0.0	0.4647887324	False
