keyphrase	dispersion	Frequency Occurance Ratio	cuewords	Contiguous Occurance Ratio	tfidf	Phrase Size	localspan	cscore	keyword
clipping and exterior clipping	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
exterior clipping means applied	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
happen to your window	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
right so one window	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
window overlays other window	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
display from the window	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
basically a cover line	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
clipping right with respect	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
respect to a polygon	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
non convex for simple	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
convex for simple non	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
apply a modified version	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
asked is lets move	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
primitive right we started	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
polygon as an input	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	4.0	False
clipping of this polygon	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
polygon against the window	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
extend the line algorithm	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
algorithm to do polygon	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
clipping and the answer	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
talked about the cyrus	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
cyrus beck liang barsky	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
beck liang barsky algorithm	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
liang barsky algorithm line	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
barsky algorithm line algorithm	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
right as the lines	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
find out the clipping	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
faces of that volume	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
right but the test	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
basically answering the question	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
respect to a line	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
respect to the plane	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
sign of that computation	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
two d right non	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
right non convex regions	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
difficult making them convex	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
talking about clipping	0.0000000000	0.0	0.0	0.0	0.00168702757909	0.0	0.0	1.58496250072	False
make a sort	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
primitive is inside	0.0000000000	0.0	0.0	0.0	0.0019117034794	0.0	0.0	1.58496250072	False
inside the window	0.4538310413	0.0	0.0	0.0	0.0185573033699	0.0	5.9898989899	17.4345875079	False
decide to displayed	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
instance we looked	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
point clipping right	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	1.58496250072	False
right the point	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
wanted to answer	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
answer the question	0.3281250000	0.0	0.0	0.0	0.00800472051698	0.0	3.99357208448	9.50977500433	False
point is inside	0.0000000000	0.0	0.0	0.0	0.00337405515817	0.0	0.0	3.16992500144	False
purpose of simplicity	0.0000000000	0.0	0.0	0.0	0.0019117034794	0.0	0.0	1.58496250072	False
easily be answered	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
window to decide	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
possibilities of extending	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
extending this idea	0.0000000000	0.0	0.0	0.0	0.00152761749092	0.0	0.0	1.58496250072	False
idea of clipping	0.0000000000	0.0	0.0	0.0	0.0019117034794	0.0	0.0	1.58496250072	False
clipping a point	0.0000000000	0.0	0.0	0.0	0.0019117034794	0.0	0.0	1.58496250072	False
line just applying	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
line is inside	0.3903345725	0.0	0.0	0.0	0.00843513789543	0.0	3.99540863177	7.92481250361	False
two end points	0.3826879271	0.0	0.0	0.0	0.0	0.0	16.9853076217	23.7744375108	False
suggested by cohen	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
cohen and sutherland	0.4200000000	0.148936170213	0.0	0.418116690519	0.0133819243558	2	4.99357208448	7.92481250361	True
inside that window	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
give a bit	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
divides the scheme	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
basically is doing	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	1.58496250072	False
reject the line	0.0000000000	0.0	0.0	0.0	0.00688736840368	0.0	1.99724517906	3.16992500144	False
points are inside	0.0000000000	0.0	0.0	0.0	0.0019117034794	0.0	0.0	1.58496250072	False
taking an add	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
non zero bit	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
rejected trivially rejected	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
acceptance and rejection	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
points i found	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
trivial rejection criteria	0.0000000000	0.0	0.0	0.0	0.00459157893579	0.0	0.0	1.58496250072	False
rejection criteria doesnt	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
doesnt get satisfied	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
out the intersection	0.0000000000	0.0	0.0	0.0	0.00459157893579	0.0	0.0	1.58496250072	False
subdivide that line	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
satisfying the trivial	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
out the segments	0.0000000000	0.0	0.0	0.0	0.0019117034794	0.0	0.0	0.0	False
segments for trivial	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
rejection and acceptance	0.0000000000	0.0	0.0	0.0	0.0019117034794	0.0	0.0	0.0	False
right just checking	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
limitation of rectangular	0.0000000000	0.0	0.0	0.0	0.0019117034794	0.0	0.0	0.0	False
right it doesnt	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
fairly straight forward	0.0000000000	0.0	0.0	0.0	0.0019117034794	0.0	0.0	1.58496250072	False
four bit opcode	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	1.58496250072	False
parallel pipe structure	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
rejected or accepted	0.0000000000	0.0	0.0	0.0	0.0019117034794	0.0	0.0	0.0	False
doing this clipping	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	3.16992500144	False
resolve certain limitation	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
two a rectangular	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
design certain bit	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
region for instance	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
region right doing	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
doing some kind	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
general convex polygon	0.0000000000	0.0	0.0	0.0	0.00459157893579	0.0	0.0	1.58496250072	False
popular clipping algorithm	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
cyrus beck line	0.0000000000	0.702127659574	0.0	3.32715356809	0.00229578946789	2	0.0	0.0	False
beck line clipping	0.0000000000	0.702127659574	0.0	3.32715356809	0.00229578946789	2	0.0	0.0	False
line clipping algorithm	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
liang and barsky	0.0000000000	0.702127659574	0.0	3.32715356809	0.00229578946789	1	0.0	1.58496250072	True
sort of equivalent	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
right in terms	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
applied with respect	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
extended for non	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
non convex regions	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	1.58496250072	False
line in question	0.0000000000	0.0	0.0	0.0	0.00506108273726	0.0	0.997245179063	3.16992500144	False
represent this line	0.0000000000	0.0	0.0	0.0	0.0019117034794	0.0	0.0	1.58496250072	False
minus a times	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
times t right	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	1.58496250072	False
parameter which runs	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
miakes this line	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
line a finite	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
window basically consist	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
question of clipping	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
clipping with respect	0.0000000000	0.0	0.0	0.0	0.00459157893579	0.0	0.0	3.16992500144	False
represent a window	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
right so implicit	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
representation basically means	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
minus p dot	0.4200000000	0.0	0.0	0.0	0.0137747368074	0.0	3.99449035813	9.50977500433	False
line the point	0.0000000000	0.0851063829787	0.0	0.170212765957	0.00382340695881	1	0.0	3.16992500144	False
right something similar	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	1.58496250072	False
observed in line	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
line drawing algorithm	0.0000000000	0.0	0.0	0.0	0.00168702757909	0.0	0.0	1.58496250072	False
midpoint with respect	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
point q lies	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
check for clipping	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
designing the clipping	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
inside half size	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
notion of designing	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
designing the inside	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
right so inside	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	1.58496250072	False
define this normal	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
kind of representation	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
inside half space	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
design this trivial	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
rejection and trivial	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
indication for trivial	0.0000000000	0.0425531914894	0.0	0.0425531914894	0.00229578946789	1	0.0	0.0	False
acceptance and trivial	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
right for instance	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	1.58496250072	False
point q turns	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
inside with respect	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
basically that bit	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
inside outside operations	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
operations with respect	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
half space define	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	1.58496250072	False
two basically equivalent	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	1.58496250072	False
out the line	0.0000000000	0.0	0.0	0.0	0.00459157893579	0.0	0.0	1.58496250072	False
inside the region	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
line we check	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
end point happen	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
suggest is window	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
line segment give	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
give in parametric	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
satisfies the criteria	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
answers your question	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
right thats correct	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	1.58496250072	False
correct thats correct	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
declare the line	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
right now addressing	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
inside outside notion	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
resolve this case	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
requires more work	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
case of cohen	0.0000000000	0.0	0.0	0.0	0.00459157893579	0.0	0.0	3.16992500144	False
sort of concise	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
two a minus	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	1.58496250072	False
form then finding	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
finding this intersection	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
out this point	0.0000000000	0.0	0.0	0.0	0.00337405515817	0.0	0.0	0.0	False
point of intersection	0.2635983264	0.0	0.0	0.0	0.0151832482118	0.0	13.9917355372	12.6797000058	False
right and solve	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	1.58496250072	False
done basically substituted	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	1.58496250072	False
rearrange this terms	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
out this equation	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
equation a minus	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
minus a dot	0.0000000000	0.0	0.0	0.0	0.00459157893579	0.0	0.0	3.16992500144	False
dot n equals	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
dot n divided	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
minus b dot	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
right so remember	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	1.58496250072	False
address the question	0.0000000000	0.0	0.0	0.0	0.00168702757909	0.0	0.0	1.58496250072	False
two implicit equation	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	1.58496250072	False
aspect is concerned	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
deciding my trivial	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
acceptance antitrivally rejection	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
antitrivally rejection cases	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
recomputed this right	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	1.58496250072	False
basically a matter	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
matter of doing	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	1.58496250072	False
intersection and give	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
redefine this end	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
convex doesnt matter	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
matter what shape	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
doesnt really restricted	0.0000000000	0.0	0.0	0.0	0.0019117034794	0.0	0.0	1.58496250072	False
restricted to rectangular	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
two any convection	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	1.58496250072	False
doing this evaluation	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	1.58496250072	False
updating my end	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
out the point	0.0000000000	0.0	0.0	0.0	0.00337405515817	0.0	0.0	0.0	False
intersection with respect	0.0000000000	0.0	0.0	0.0	0.00382340695881	0.0	0.0	1.58496250072	False
window with respect	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
out these point	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
decide what segment	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
segment of line	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
window right understood	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
intersection possible point	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
line with respect	0.0000000000	0.0	0.0	0.0	0.00337405515817	0.0	0.0	3.16992500144	False
acceptance or rejection	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
portion is inside	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
put a negative	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
sign in front	0.0000000000	0.0	0.0	0.0	0.0019117034794	0.0	0.0	0.0	False
notion of direction	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
right now lets	0.0000000000	0.0	0.0	0.0	0.0	0.0	2.99724517906	4.75488750216	False
evaluate this denominator	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
referring to entering	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
entering that edge	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
entering that space	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
referring to leaving	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
leaving that region	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
notion of entering	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
entering and leaving	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
exploit this notion	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
notion in order	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
order to decide	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
right any suggestion	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
portion of line	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
segment this line	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
interest is largest	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
right and smallest	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	1.58496250072	False
evaluation of intersection	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
max is greater	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
reject that right	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	1.58496250072	False
based on finding	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
trivial rejection part	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
shape so first	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
perform i clipping	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
shape is convex	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
plane is positive	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
two is positive	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
adjutant edges pair	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
pair of edges	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
declared that polygon	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
polygon as convex	0.0000000000	0.0	0.0	0.0	0.00459157893579	0.0	0.0	3.16992500144	False
find the non	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
change of sign	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
shape is non	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
non convex polygon	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	3.16992500144	True
polygon or window	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
sort of extension	0.0000000000	0.0	0.0	0.0	0.0019117034794	0.0	0.0	1.58496250072	False
change my algorithm	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
map the problem	0.0000000000	0.0	0.0	0.0	0.0019117034794	0.0	0.0	1.58496250072	False
problem of solving	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
solving for non	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
convex to convex	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
convex why doing	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	1.58496250072	False
decomposed convex polygon	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
polygon the non	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
non convexity arise	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	1.58496250072	False
apply the algorithm	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
convex and arrive	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
make this polygon	0.0000000000	0.0	0.0	0.0	0.0019117034794	0.0	0.0	0.0	False
right so making	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
convex the polygon	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
involve is finding	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
out the convex	0.0000000000	0.0	0.0	0.0	0.00688736840368	0.0	2.99724517906	3.16992500144	False
matter of finding	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
change of sine	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
join by line	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
line and make	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
make that polygon	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
require to find	0.0000000000	0.0	0.0	0.0	0.00168702757909	0.0	0.0	1.58496250072	False
algorithm of finding	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
out a convex	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
set of points	0.0000000000	0.0	0.0	0.0	0.00343059450728	0.0	2.99724517906	4.75488750216	False
nails right nails	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
interested in applying	0.0000000000	0.0	0.0	0.0	0.0019117034794	0.0	0.0	1.58496250072	False
applying this clipping	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
convex convex equivalent	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
algorithm of convex	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
join this line	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
including this blue	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
polygon for making	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
line i obtain	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
obtain earlier right	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	1.58496250072	False
end i obtain	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
obtain the line	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
convex region algorithm	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	1.58496250072	False
algorithm and doing	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
doing some preprocessing	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	1.58496250072	False
preprocessing and post	0.0000000000	0.0	0.0	0.0	0.00229578946789	0.0	0.0	0.0	False
